баловень;.СеИ;одуш;м;;I3#;мн;;I4;;;;;;;;;;;;;;;;;;
камень;.СеИ;неод;м;;I3#;мн;;I4&III1;;;;;;;;;;;;;;;;;;
полдень;.СеИ;неод;м;;I3#&3#*;мн;;I4|4;;;;;;;;;;;;;;;;;;
репей;.СеИ;неод;м;;I3#ь;мн;;I2;;;;;;;;;;;;;;;;;;
воробей;.СеИ;одуш;м;;I3#ь;мн;;I2;;;;;;;;;;;;;;;;;;
увалень;.СеИ;одуш;м;;I3#ь*;мн;;I4;;;;;;;;;;;;;;;;;;
абортарий;.СеИ;неод;м;;I4;мн;;I2**;;;;;;;;;;;;;;;;;;
аграрий;.СеИ;одуш;м;;I4;мн;;I2**;;;;;;;;;;;;;;;;;;
sms-сообщение;.СеИ;неод;с;;I4;мн;;III12;;;;;;;;;;;;;;;;;;
брюшко;.СеИ;неод;с;;I5;мн;;I1;;;;;;;;;;;;;;;;;;
ушко;.СеИ;неод;с;;I5;мн;;I1+13е;;;;;;;;;;;;;;;;;;
брюхо;.СеИ;неод;с;;I5;мн;;I13;;;;;;;;;;;;;;;;;;
зипунишечко;.СеИ;неод;м;;I5;мн;;I13е;;;;;;;;;;;;;;;;;;
блюдечко;.СеИ;неод;с;;I5;мн;;I13е;;;;;;;;;;;;;;;;;;
чадушко;.СеИ;одуш;с;;I5;мн;;I13е;;;;;;;;;;;;;;;;;;
ведерко;.СеИ;неод;с;;I5;мн;;I13о;;;;;;;;;;;;;;;;;;
дитятко;.СеИ;одуш;с;;I5;мн;;I13о;;;;;;;;;;;;;;;;;;
колено;.СеИ;неод;с;;I5;мн;;I4&IV6&III3;;;;;;;;;;;;;;;;;;
око;.СеИ;неод;с;;I5;мн;;I8#ч;;;;;;;;;;;;;;;;;;
ухо;.СеИ;неод;с;;I5;мн;;I8#ш;;;;;;;;;;;;;;;;;;
путо;.СеИ;неод;с;;I5;мн;;II5;;;;;;;;;;;;;;;;;;
звено;.СеИ;неод;с;;I5;мн;;III3;;;;;;;;;;;;;;;;;;
дерево;.СеИ;неод;с;;I5;мн;;III3&IV6;;;;;;;;;;;;;;;;;;
дно;.СеИ;неод;с;;I5;мн;;III6;;;;;;;;;;;;;;;;;;
облако;.СеИ;неод;с;;I5;мн;;IV1;;;;;;;;;;;;;;;;;;
судно;.СеИ;неод;с;;I5;мн;;IV2&6е;;;;;;;;;;;;;;;;;;
аббатство;.СеИ;неод;с;;I5;мн;;IV6;;;;;;;;;;;;;;;;;;
божество;.СеИ;одуш;с;;I5;мн;;IV6;;;;;;;;;;;;;;;;;;
кольцо;.СеИ;неод;с;;I5;мн;;IV6#е;;;;;;;;;;;;;;;;;;
яйцо;.СеИ;неод;с;;I5;мн;;IV6#и;;;;;;;;;;;;;;;;;;
дышло;.СеИ;неод;с;;I5;мн;;IV6+6е;;;;;;;;;;;;;;;;;;
бельмо;.СеИ;неод;с;;I5;мн;;IV6+II5;;;;;;;;;;;;;;;;;;
антиядро;.СеИ;неод;с;;I5;мн;;IV6е;;;;;;;;;;;;;;;;;;
волокно;.СеИ;неод;с;;I5;мн;;IV6о;;;;;;;;;;;;;;;;;;
небо;.СеИ;неод;с;;I5;мн;;IV9;;;;;;;;;;;;;;;;;;
амбаришко;.СеИ;неод;м;;I5&II2*;мн;;I13е**;;;;;;;;;;;;;;;;;;
прокуроришко;.СеИ;одуш;м;;I5*;мн;;I13е;;;;;;;;;;;;;;;;;;
страшило;.СеИ;одуш;м;;I5*;мн;;IV6;;;;;;;;;;;;;;;;;;
безводье;.СеИ;неод;с;;I6;мн;;III12;;;;;;;;;;;;;;;;;;
жнивье;.СеИ;неод;с;;I6;мн;;III2;;;;;;;;;;;;;;;;;;
подмастерье;.СеИ;одуш;м;;I6;мн;;III2;;;;;;;;;;;;;;;;;;
верховье;.СеИ;неод;с;;I6;мн;;III2+12;;;;;;;;;;;;;;;;;;
биополе;.СеИ;неод;с;;I6;мн;;III7;;;;;;;;;;;;;;;;;;
ружье;.СеИ;неод;с;;I6;мн;;III8;;;;;;;;;;;;;;;;;;
весельце;.СеИ;неод;с;;I7;мн;;IV3+6#е;;;;;;;;;;;;;;;;;;
болотце;.СеИ;неод;с;;I7;мн;;IV3+6е;;;;;;;;;;;;;;;;;;
вече;.СеИ;неод;с;;I7;мн;;IV4+6;;;;;;;;;;;;;;;;;;
авиаучилище;.СеИ;неод;с;;I7;мн;;IV6;;;;;;;;;;;;;;;;;;
страшилище;.СеИ;одуш;с;;I7;мн;;IV6;;;;;;;;;;;;;;;;;;
дельце;.СеИ;неод;с;;I7;мн;;IV6#е;;;;;;;;;;;;;;;;;;
амбарище;.СеИ;неод;м;;I7;мн;;IV6+I13;;;;;;;;;;;;;;;;;;
берце;.СеИ;неод;с;;I7;мн;;IV6е;;;;;;;;;;;;;;;;;;
бычище;.СеИ;одуш;м;;I7&II4*;мн;;IV6|6;;;;;;;;;;;;;;;;;;
терракота;.СеИ;неод;ж;;II1;;;;;;;;;;;;;;;;;;;;;
sim-карта;.СеИ;неод;ж;;II1;мн;;II6;;;;;;;;;;;;;;;;;;
голосина;.СеИ;неод;м;;II1;мн;;II6;;;;;;;;;;;;;;;;;;
аббатиса;.СеИ;одуш;ж;;II1;мн;;II6;;;;;;;;;;;;;;;;;;
vip-персона;.СеИ;одуш;м;;II1;мн;;II6;;;;;;;;;;;;;;;;;;
кайма;.СеИ;неод;ж;;II1;мн;;II6#е;;;;;;;;;;;;;;;;;;
консерва;.СеИ;неод;ж;;II1;мн;;II6+1**;;;;;;;;;;;;;;;;;;
блесна;.СеИ;неод;ж;;II1;мн;;II6е;;;;;;;;;;;;;;;;;;
королевна;.СеИ;одуш;ж;;II1;мн;;II6е;;;;;;;;;;;;;;;;;;
княжна;.СеИ;одуш;ж;;II1;мн;;II6е+6о;;;;;;;;;;;;;;;;;;
мошна;.СеИ;неод;ж;;II1;мн;;II6о;;;;;;;;;;;;;;;;;;
кукла;.СеИ;одуш;ж;;II1;мн;;II6о;;;;;;;;;;;;;;;;;;
автоматика;.СеИ;неод;ж;;II2;мн;;I16;;;;;;;;;;;;;;;;;;
холодюга;.СеИ;неод;м;;II2;мн;;I16;;;;;;;;;;;;;;;;;;
аистиха;.СеИ;одуш;ж;;II2;мн;;I16;;;;;;;;;;;;;;;;;;
бандюга;.СеИ;одуш;м;;II2;мн;;I16;;;;;;;;;;;;;;;;;;
аварийка;.СеИ;неод;ж;;II2;мн;;I16#е;;;;;;;;;;;;;;;;;;
австралийка;.СеИ;одуш;ж;;II2;мн;;I16#е;;;;;;;;;;;;;;;;;;
бабайка;.СеИ;одуш;м;;II2;мн;;I16#е;;;;;;;;;;;;;;;;;;
иволга;.СеИ;одуш;ж;;II2;мн;;I16+16о;;;;;;;;;;;;;;;;;;
автоаптечка;.СеИ;неод;ж;;II2;мн;;I16е;;;;;;;;;;;;;;;;;;
народишка;.СеИ;неод;м;;II2;мн;;I16е;;;;;;;;;;;;;;;;;;
австриячка;.СеИ;одуш;ж;;II2;мн;;I16е;;;;;;;;;;;;;;;;;;
актеришка;.СеИ;одуш;м;;II2;мн;;I16е;;;;;;;;;;;;;;;;;;
sms-ка;.СеИ;неод;ж;;II2;мн;;I16о;;;;;;;;;;;;;;;;;;
абиссинка;.СеИ;одуш;ж;;II2;мн;;I16о;;;;;;;;;;;;;;;;;;
дедка;.СеИ;одуш;м;;II2;мн;;I16о;;;;;;;;;;;;;;;;;;
башка;.СеИ;неод;ж;;II2;мн;;I18е;;;;;;;;;;;;;;;;;;
бахча;.СеИ;неод;ж;;II2;мн;;I5;;;;;;;;;;;;;;;;;;
левша;.СеИ;одуш;м;;II2;мн;;I5;;;;;;;;;;;;;;;;;;
свеча;.СеИ;неод;ж;;II2;мн;;I5+16;;;;;;;;;;;;;;;;;;
баржа;.СеИ;неод;ж;;II2+4;мн;;I16;;;;;;;;;;;;;;;;;;
web-страница;.СеИ;неод;ж;;II3;мн;;II6;;;;;;;;;;;;;;;;;;
автогонщица;.СеИ;одуш;ж;;II3;мн;;II6;;;;;;;;;;;;;;;;;;
братоубийца;.СеИ;одуш;м;;II3;мн;;II6;;;;;;;;;;;;;;;;;;
дверца;.СеИ;неод;ж;;II3;мн;;II6е;;;;;;;;;;;;;;;;;;
vip-ложа;.СеИ;неод;ж;;II4;мн;;I16;;;;;;;;;;;;;;;;;;
агитаторша;.СеИ;одуш;ж;;II4;мн;;I16;;;;;;;;;;;;;;;;;;
велорикша;.СеИ;одуш;м;;II4;мн;;I16;;;;;;;;;;;;;;;;;;
вирша;.СеИ;неод;ж;;II4;мн;;I5;;;;;;;;;;;;;;;;;;
магараджа;.СеИ;одуш;м;;II4;мн;;I5;;;;;;;;;;;;;;;;;;
корча;.СеИ;неод;ж;;II4;мн;;I5+16;;;;;;;;;;;;;;;;;;
тысяча;.СеИ;неод;ж;;II4**;мн;;I16;;;;;;;;;;;;;;;;;;
ботвинья;.СеИ;неод;ж;;II5;мн;;I10;;;;;;;;;;;;;;;;;;
бегунья;.СеИ;одуш;ж;;II5;мн;;I10;;;;;;;;;;;;;;;;;;
каналья;.СеИ;одуш;м;;II5;мн;;I10;;;;;;;;;;;;;;;;;;
аллея;.СеИ;неод;ж;;II5;мн;;I11;;;;;;;;;;;;;;;;;;
ворожея;.СеИ;одуш;ж;;II5;мн;;I11;;;;;;;;;;;;;;;;;;
белильня;.СеИ;неод;ж;;II5;мн;;I17#е;;;;;;;;;;;;;;;;;;
басня;.СеИ;неод;ж;;II5;мн;;I17е;;;;;;;;;;;;;;;;;;
лютня;.СеИ;неод;ж;;II5;мн;;I17е+6;;;;;;;;;;;;;;;;;;
баня;.СеИ;неод;ж;;II5;мн;;I19;;;;;;;;;;;;;;;;;;
бабуля;.СеИ;одуш;ж;;II5;мн;;I19;;;;;;;;;;;;;;;;;;
воображуля;.СеИ;одуш;м;;II5;мн;;I19;;;;;;;;;;;;;;;;;;
заря;.СеИ;неод;ж;;II5;мн;;I19#о;;;;;;;;;;;;;;;;;;
простыня;.СеИ;неод;ж;;II5;мн;;I19+6;;;;;;;;;;;;;;;;;;
тетя;.СеИ;одуш;ж;;II5;мн;;I19+6;;;;;;;;;;;;;;;;;;
пустомеля;.СеИ;одуш;м;;II5;мн;;I19+6;;;;;;;;;;;;;;;;;;
вафля;.СеИ;неод;ж;;II5;мн;;I19е;;;;;;;;;;;;;;;;;;
барышня;.СеИ;одуш;ж;;II5;мн;;I19е;;;;;;;;;;;;;;;;;;
оглобля;.СеИ;неод;ж;;II5;мн;;I19е+6;;;;;;;;;;;;;;;;;;
кухня;.СеИ;неод;ж;;II5;мн;;I19о;;;;;;;;;;;;;;;;;;
букля;.СеИ;неод;ж;;II5;мн;;I6;;;;;;;;;;;;;;;;;;
блудня;.СеИ;одуш;ж;;II5;мн;;I6;;;;;;;;;;;;;;;;;;
батя;.СеИ;одуш;м;;II5;мн;;I6;;;;;;;;;;;;;;;;;;
бадья;.СеИ;неод;ж;;II5;мн;;I9;;;;;;;;;;;;;;;;;;
попадья;.СеИ;одуш;ж;;II5;мн;;I9;;;;;;;;;;;;;;;;;;
судья;.СеИ;одуш;м;;II5;мн;;I9;;;;;;;;;;;;;;;;;;
папайя;.СеИ;неод;ж;;II5*;мн;;I17;;;;;;;;;;;;;;;;;;
web-технология;.СеИ;неод;ж;;II6;мн;;I11;;;;;;;;;;;;;;;;;;
амфибия;.СеИ;одуш;ж;;II6;мн;;I11;;;;;;;;;;;;;;;;;;
мессия;.СеИ;одуш;м;;II6;мн;;I11;;;;;;;;;;;;;;;;;;
пария;.СеИ;одуш;м;;II6;мн;;I11+2***;;;;;;;;;;;;;;;;;;
блажь;.СеИ;неод;ж;;III1;мн;;I5;;;;;;;;;;;;;;;;;;
бестолочь;.СеИ;одуш;ж;;III1;мн;;I5;;;;;;;;;;;;;;;;;;
абиссаль;.СеИ;неод;ж;;III1;мн;;I6;;;;;;;;;;;;;;;;;;
бездарь;.СеИ;одуш;ж;;III1;мн;;I6;;;;;;;;;;;;;;;;;;
гроздь;.СеИ;неод;ж;;III1;мн;;I6&III3;;;;;;;;;;;;;;;;;;
сажень;.СеИ;неод;ж;;III1;мн;;I6+17;;;;;;;;;;;;;;;;;;
дверь;.СеИ;неод;ж;;III1;мн;;I6+7;;;;;;;;;;;;;;;;;;
лошадь;.СеИ;одуш;ж;;III1;мн;;I6+7;;;;;;;;;;;;;;;;;;
ложь;.СеИ;неод;ж;;III1#;мн;;I5;;;;;;;;;;;;;;;;;;
вошь;.СеИ;одуш;ж;;III1#;мн;;I5;;;;;;;;;;;;;;;;;;
любовь;.СеИ;неод;ж;;III1#;мн;;I6;;;;;;;;;;;;;;;;;;
полночь;.СеИ;неод;ж;;III1&1*;мн;;I5**;;;;;;;;;;;;;;;;;;
бремя;.СеИ;неод;с;;III2;мн;;IV7;;;;;;;;;;;;;;;;;;
семя;.СеИ;неод;с;;III2;мн;;IV7#я;;;;;;;;;;;;;;;;;;
мать;.СеИ;одуш;ж;;III3;мн;;I6;;;;;;;;;;;;;;;;;;
дочь;.СеИ;одуш;ж;;III3;мн;;I6+7;;;;;;;;;;;;;;;;;;
путь;.СеИ;неод;м;;III4;мн;;I6;;;;;;;;;;;;;;;;;;
дитя;.СеИ;одуш;с;;III5;мн;;I7#е;;;;;;;;;;;;;;;;;;
